date,day_num,dow,PRESDAY,STPATS,KDERBY,MEMDAY,INDDAY,LABORDAY,NCAABBALL,TREND,R1_COIN,R1_DROP,R1_RAKE,R2_COIN,R2_DROP,R2_RAKE,R3_COIN,R3_DROP,R3_RAKE
2009-06-08,126,Monday,0,0,0,0,0,0,0,4.83628190695148,1689816.8301300558,248273.49893913657,6139.272312871078,4327314.866774416,1861778.392860027,15307.383302455573,3495480.325270521,141788.7677990675,3214.045788802186
2009-06-09,127,Tuesday,0,0,0,0,0,0,0,4.84418708645859,1689237.465405544,246907.40744996918,5993.846047823765,5295467.044135188,1301445.9908078676,13446.25798513909,3141598.1926705968,125885.63569093031,3442.161200895672
2009-06-10,128,Wednesday,0,0,0,0,0,0,0,4.85203026391962,1507170.9135437296,250863.05812366528,5709.485871217681,4684339.660497214,1194335.0040386962,18900.816064073537,3387821.7747929343,145960.0974521555,3581.7137472472496
2009-06-11,129,Thursday,0,0,0,0,0,0,0,4.85981240436167,1936190.4294559662,312816.3714942549,7676.734866481872,6631068.6496229265,1841818.963654068,21428.856975650466,3832916.01204904,166366.19273888596,4135.550495400718
2009-06-12,130,Friday,0,0,0,0,0,0,0,4.86753445045558,2591604.5124104116,452275.32886656624,7881.88963366911,6949437.952747932,11811745.084956598,23831.24495765897,5952656.210454395,236526.1863247794,5676.904418098448
2009-06-13,131,Saturday,0,0,0,0,0,0,0,4.87519732320115,2835665.5162624232,507514.4112365865,9112.763799685392,11908130.723500136,5570025.581689801,25181.711205219428,5529056.184705878,196124.35393265262,5113.837619249605
2009-06-14,132,Sunday,0,0,0,0,0,0,0,4.88280192258637,1976237.966818723,319921.42850661394,5164.52380463531,10266684.53967691,5446253.919668142,18648.676084601964,4173877.3924696404,159465.6321953475,3876.9117549550397
2009-06-15,133,Monday,0,0,0,0,0,0,0,4.89034912822175,1766332.87385253,198709.8672179763,4593.579242942488,7467506.313475951,2184633.470395511,12946.814718824007,3237352.9221466174,137053.99337808174,2829.029059247107
2009-06-16,134,Tuesday,0,0,0,0,0,0,0,4.89783979995091,1620504.2697487113,211940.68706432154,3612.824277736388,6663363.753682531,864580.7618129703,14423.837844019845,3280190.2334025837,137587.15224074834,2645.1822317770266
2009-06-17,135,Wednesday,0,0,0,0,0,0,0,4.90527477843843,1765681.826538009,238827.42341814516,3817.4481096686836,5465696.417360613,1156192.5476298388,19708.035148573275,3995041.5781268803,131477.17615508815,2898.5326092028868
2009-06-18,136,Thursday,0,0,0,0,0,0,0,4.91265488573605,1909030.6474467672,288533.5563440803,5165.546168267633,6149524.175108262,3518272.134184598,22787.928300134514,3683867.9864797983,142307.7023756815,3783.7878702458484
2009-06-19,137,Friday,0,0,0,0,0,0,0,4.91998092582813,2358775.828504632,445968.6184419129,7166.469314747229,8579946.910128582,10373051.486241853,23442.244719832615,5869919.327427498,249899.7841862172,5278.0786365014455
2009-06-20,138,Saturday,0,0,0,0,0,0,0,4.92725368515721,2522272.900609198,592302.2136556988,6240.063838203364,9070314.277559677,7678600.570356121,29964.23192433787,6473879.380514108,261703.32005459955,5959.539443133465
2009-06-21,139,Sunday,0,0,0,0,0,0,0,4.93447393313069,2001654.92074256,395251.3673091804,5029.81055121076,6741605.203981386,5026020.888757943,18681.127337522972,4324249.217724782,169803.27475128538,5172.683140336785
2009-06-22,140,Monday,0,0,0,0,0,0,0,4.9416424226093,2073550.809994817,261563.16649185648,4504.297550066656,5415141.859688423,1461493.4126217093,22450.04402036459,3555930.8017285718,136978.8831764367,3222.2323075593345
2009-06-23,141,Tuesday,0,0,0,0,0,0,0,4.94875989037817,1895389.1435213848,282518.1318284494,3322.111250844044,3837926.115747064,2801521.8567089643,23744.791729989334,3231546.323462202,132065.358237918,2851.455122532346
2009-06-24,142,Wednesday,0,0,0,0,0,0,0,4.95582705760126,1846957.901503699,304937.34490574925,4349.349758596191,3831711.6592305773,1413778.0271764658,20718.504614059235,4116474.7789666783,120101.47451218405,2518.184260500264
2009-06-25,143,Thursday,0,0,0,0,0,0,0,4.96284463025991,2061725.9912700984,384850.59999771824,4346.26942715636,5038969.6102704685,1585501.598992399,22299.469904162863,4027378.3933729418,139313.23382093819,3316.9560809032496
2009-06-26,144,Friday,0,0,0,0,0,0,0,4.969813299576,2618694.0113846953,585718.9682071621,6690.587397668425,7894219.357415362,2272715.774193623,21607.41346091902,6294196.183901227,202165.030734204,5115.803741345412
2009-06-27,145,Saturday,0,0,0,0,0,0,0,4.97673374242057,3139413.9259787383,723732.18468612,8501.80880498989,9107188.837324418,3507632.146425675,30236.316143237655,6113055.961319972,193990.97994560786,5655.39627745924
2009-06-28,146,Sunday,0,0,0,0,0,0,0,4.98360662170834,2528422.667803605,444532.32349703676,6302.40924071459,5541149.16878655,2583413.305182485,21510.065834402718,3903714.7541726893,127397.66867899387,3701.3045928246343
2009-06-29,147,Monday,0,0,0,0,0,0,0,4.99043258677874,1923767.3805439202,308721.215940632,5071.870628489041,4350151.567681365,2648884.0648570876,18375.670741533148,3173113.4374175835,128803.97600736094,3265.8178627672273
2009-06-30,148,Tuesday,0,0,0,0,0,0,0,4.99721227376411,1707248.9528236447,313459.0743222461,6171.461624642719,4864919.461172815,2855144.1651573097,13983.703304356519,3416400.108694373,125228.36270517186,2558.525220859083
2009-07-01,149,Wednesday,0,0,0,0,0,0,0,5.00394630594546,1520810.2898475202,309653.2106665141,5008.902430582299,3796237.834651283,1222881.3662452085,15156.142901161806,4258871.7880962845,111451.77979462245,2640.0239072765216
2009-07-02,150,Thursday,0,0,0,0,0,0,0,5.01063529409626,1701591.4587992877,361629.2698530034,6275.345836877829,4697474.140521305,2400263.758937614,17128.553505826523,4066373.0297502796,134360.44704347965,3652.736180738322
2009-07-03,151,Friday,0,0,0,0,1,0,0,5.01727983681492,2732716.892961946,462846.5863571323,6420.2647580186085,9173414.141526565,4689501.814402931,20946.357771096362,6659815.211787547,202405.76761664293,5214.963187120596
2009-07-04,152,Saturday,0,0,0,0,1,0,0,5.02388052084628,3275191.6825184505,664195.9003724647,9446.745634963458,12711550.690628674,3065778.650141307,24419.717992245045,5795388.501864542,210073.90825702786,5747.347495615147
2009-07-05,153,Sunday,0,0,0,0,1,0,0,5.03043792139244,2813715.9109545103,460423.74514555314,6785.8873815811185,9819472.273976699,2423997.507053892,22537.832358593714,3590992.241869707,170156.51791153758,4367.628735176869
2009-07-06,154,Monday,0,0,0,0,0,0,0,5.03695260241363,2070610.5410922847,318972.8960052739,5499.160455486162,6026445.534429945,864580.7618129703,23635.55280786371,3573737.0522808917,143994.47699325648,3599.0339993450934
2009-07-07,155,Tuesday,0,0,0,0,0,0,0,5.04342511691925,1858250.0915692856,295242.0291641574,3974.874262049663,5690340.496753483,1577257.2079315342,19195.061738238168,3969705.6252807365,150033.83693561287,3687.83639159852
2009-07-08,156,Wednesday,0,0,0,0,0,0,0,5.04985600724954,1882332.1732829702,327806.6644538107,4942.645090975672,5583195.285020416,1246095.5862981174,19107.300129914627,4441151.225460569,148375.06433825244,4221.125914944213
2009-07-09,157,Thursday,0,0,0,0,0,0,0,5.05624580534831,1981956.5825037553,415344.03906570957,7687.741514758846,8269564.802756848,2198894.4214299656,21278.70569266961,4238924.095918924,150920.6170857273,4348.838644175911
2009-07-10,158,Friday,0,0,0,0,0,0,0,5.06259503302697,2687917.037295246,598322.0616229591,11646.965191117684,9569535.868862687,4410810.486267528,27063.34996398188,6059146.474993106,197677.87963350356,4061.2496503939265
2009-07-11,159,Saturday,0,0,0,0,0,0,0,5.06890420222023,2830457.7342186407,770750.4175828315,9834.708291471183,12714718.451629153,5393034.119934896,23997.234513219475,5260071.479367369,180293.9133978403,4779.8120793548605
2009-07-12,160,Sunday,0,0,0,0,0,0,0,5.07517381523383,2510881.7547023664,573756.9036338499,6176.981844017475,8109140.652779286,2595024.897577508,20347.153926917013,3753068.9849797813,115854.16726122909,4104.538567170751
2009-07-13,161,Monday,0,0,0,0,0,0,0,5.08140436498446,1759541.234042122,355175.02611435717,4730.23353902084,3801878.517903154,864580.7618129703,16442.202025851348,3628640.3139648666,98451.44125153736,3223.5552426527915
2009-07-14,162,Tuesday,0,0,0,0,0,0,0,5.08759633523238,1542831.550626558,358463.049134778,3972.975647369831,3908705.6965391072,864580.7618129703,15612.830076330827,3497700.4214844457,94802.60433392366,2990.9501824018284
2009-07-15,163,Wednesday,0,0,0,0,0,0,0,5.09375020080676,1480021.7249546894,363645.4761207948,4744.828667772642,3618294.2633612463,864580.7618129703,18084.912340931827,4045209.8547229413,122568.6296770322,2999.5825385138846
2009-07-16,164,Thursday,0,0,0,0,0,0,0,5.0998664278242,1495348.588054471,348924.69337906485,5865.812911982173,5497814.22562506,1157413.1033105953,19582.48480402948,3858843.2710896023,154726.02390630846,3350.7526023430523
2009-07-17,165,Friday,0,0,0,0,0,0,0,5.10594547390058,2516314.3975733733,529942.2112044479,6518.568421121599,6965071.575812472,1634899.5071385351,23638.291373648248,5620527.422685992,216985.7013876505,3975.508816375035
2009-07-18,166,Saturday,0,0,0,0,0,0,0,5.11198778835654,3195757.7347947215,629079.2615610019,8420.778674254463,10014232.431839012,3508212.1525689242,24062.818977065188,5372982.457691604,177133.61147321112,4927.957950829211
2009-07-19,167,Sunday,0,0,0,0,0,0,0,5.11799381241676,2220772.9956583064,412983.51514115895,4810.799081411158,9607594.522801375,5130252.175587059,23214.357673296887,4007199.3737330176,159830.128545519,3530.6089864108512
2009-07-20,168,Monday,0,0,0,0,0,0,0,5.12396397940326,1780656.307576522,295699.5917621639,4057.079038476169,9723690.316885754,1771049.4194389863,17870.51050677949,3499209.245723587,121612.18155707831,2822.1090951339747
2009-07-21,169,Tuesday,0,0,0,0,0,0,0,5.12989871492307,1846896.1557682669,289080.1595964816,4075.722224499166,8902735.250735333,1337304.4022636614,17316.60081744652,3571659.5382732134,111531.16219944798,2682.2168733062504
2009-07-22,170,Wednesday,0,0,0,0,0,0,0,5.13579843705026,1847614.8698532083,353500.499310419,4350.3331361449145,7868511.863696102,2170409.4746504193,16384.22106836557,3936792.413925567,118551.07439760925,2535.330924991591
2009-07-23,171,Thursday,0,0,0,0,0,0,0,5.14166355650266,1839368.0196447643,363694.9648267999,6019.032711322352,6480911.7952521155,1214782.426067507,14836.048277172336,3926677.885038974,130286.26200378,3171.0648712383295
2009-07-24,172,Friday,0,0,0,0,0,0,0,5.14749447681345,2401117.471422398,532786.54257504,8552.571435474165,7978377.063912195,4474567.30372768,22869.842294864127,6235958.7454394195,194117.3487058991,4796.071933463693
2009-07-25,173,Saturday,0,0,0,0,0,0,0,5.15329159449778,2954059.00362202,761499.2664461448,11221.406513602516,6971469.887441043,4497025.955567899,22861.759904904287,5480872.451417824,186579.58948643543,5341.689929493127
2009-07-26,174,Sunday,0,0,0,0,0,0,0,5.15905529921453,2261306.8557132576,500657.73234725976,7201.134521515261,6284197.954406157,1328090.3306888775,20491.03616066697,4015210.92479001,121706.99549302204,3644.764154768159
2009-07-27,175,Monday,0,0,0,0,0,0,0,5.16478597392351,1966206.6147899197,298202.3583710295,4260.728733683498,6405704.512522682,2517234.6276639546,21429.104148324896,3404262.2631163863,103860.39439770432,2906.2811444035315
2009-07-28,176,Tuesday,0,0,0,0,0,0,0,5.17048399503815,1696698.3117678298,285188.559020349,4906.242235258717,6450766.444143614,3428023.7813854506,19818.99026086377,3513564.6334817125,122535.07029662444,2553.3145062409335
2009-07-29,177,Wednesday,0,0,0,0,0,0,0,5.17614973257383,1673951.7422381456,292632.57236887875,4064.4940853011976,5027753.406205497,2423339.43290738,20041.434446728632,4128477.9840970794,107118.2421946164,2798.5717000115646
2009-07-30,178,Thursday,0,0,0,0,0,0,0,5.18178355029209,1746238.4797340652,333903.5620758716,6454.38599678588,5498913.355681121,2008348.1187602843,24632.033587970902,3999681.2507805517,122678.51740636498,3062.5374412419287
2009-07-31,179,Friday,0,0,0,0,0,0,0,5.18738580584075,2196590.516160032,558981.8398967268,9628.529905521733,8148922.5689801155,2762548.654168672,26837.977436003846,6039278.611281809,188096.29143398817,3361.5311827369037
2009-08-01,180,Saturday,0,0,0,0,0,0,0,5.19295685089021,2614420.323585842,757370.1973524444,11860.152484731057,9776255.220660066,3609297.456649811,29251.469629862193,5807113.377279151,210208.7546165222,3933.9733925062974
2009-08-02,181,Sunday,0,0,0,0,0,0,0,5.19849703126583,2236372.9955495624,482829.5138039415,7021.727484927674,8299786.654886287,5878591.136820632,24083.49880349687,3766509.8704893235,152173.01761029876,3350.590783310584
2009-08-03,182,Monday,0,0,0,0,0,0,0,5.2040066870768,2122497.4995739195,297166.256584075,4932.916314216811,4296849.274704975,2987352.5467463634,18588.562313797902,3094923.3764927136,126503.56911681911,3355.7020738047527
2009-08-04,183,Tuesday,0,0,0,0,0,0,0,5.20948615284142,1983576.7506960463,262134.01580648517,4924.246883575509,4065289.01057875,2968305.033631169,13955.50377348477,3168407.154335875,112080.73224823516,2445.1198128533306
2009-08-05,184,Wednesday,0,0,0,0,0,0,0,5.21493575760899,1919898.1405918684,318605.59758125915,4246.404216747325,4038538.7209484964,3175877.7181880837,17168.915274048555,3842423.7756126826,110390.66409409697,2755.6639755231668
2009-08-06,185,Thursday,0,0,0,0,0,0,0,5.22035582507832,2281706.981618719,404820.6635618432,7869.271060756276,6542918.934039647,2545159.930854932,22618.126464366254,4149326.8976161014,124316.28571880302,3549.075158373133
2009-08-07,186,Friday,0,0,0,0,0,0,0,5.2257466737132,2211244.288808936,573592.2344002008,8776.376820938558,9994380.523824206,3923906.0518859946,25621.819432369244,5531801.426577881,184310.63643569904,5528.546180559732
2009-08-08,187,Saturday,0,0,0,0,0,0,0,5.23110861685459,2250095.8406068664,680946.6616037528,9196.30496128894,8640208.345632197,2932660.1425443194,22983.842746523824,5276616.7456718655,168461.82397599777,6847.619209518674
2009-08-09,188,Sunday,0,0,0,0,0,0,0,5.23644196282995,1842872.683585681,396305.32139387337,6119.037839377532,6548239.928099473,1361487.3930883904,22394.399729119097,4334002.188270342,120306.80100121042,4726.524854482253
2009-08-10,189,Monday,0,0,0,0,0,0,0,5.24174701505964,1693150.875093042,266103.62940291694,4337.504353852587,4938053.010647515,864580.7618129703,14672.51101829483,3618443.3147952766,102591.28679812743,3688.4228544556413
2009-08-11,190,Tuesday,0,0,0,0,0,0,0,5.24702407216049,1846847.240767965,273702.19233248633,4413.095545072667,5384441.133188017,1065676.545501952,15080.646869338429,3548107.6642221212,115007.72046290337,3228.6161312849354
2009-08-12,191,Wednesday,0,0,0,0,0,0,0,5.25227342804663,1869917.2547665108,260277.44434789615,4512.27167626214,5703353.704432671,1640815.5120532685,16199.161624415397,4688750.894628426,110115.44238680095,3477.0058772151615
2009-08-13,192,Thursday,0,0,0,0,0,0,0,5.25749537202778,2028523.707827526,303198.9677245044,5210.9509716857965,7705255.987158694,2209507.088452971,15941.732024422616,4355855.793667346,118444.6018907229,3711.6756068432232
2009-08-14,193,Friday,0,0,0,0,0,0,0,5.26269018890489,2497072.7279926753,478190.3785891489,8730.116633285179,11759257.286913062,4244449.644677788,23292.909427391787,5491088.543765325,175651.98144488182,5132.600805534275
2009-08-15,194,Saturday,0,0,0,0,0,0,0,5.26785815906333,2608826.993554614,572704.0925582894,9869.025241803662,11338704.779236741,4090836.2207732345,28376.504767833994,5829029.24789352,170163.91508709843,5408.513223779171
2009-08-16,195,Sunday,0,0,0,0,0,0,0,5.27299955856375,2372817.576798437,436878.4566414095,6909.11097076115,6908932.158747708,4115940.6079624416,20968.863827392644,4182958.7505317396,144868.0714258486,4403.8361324328835
2009-08-17,196,Monday,0,0,0,0,0,0,0,5.27811465923052,1883630.0844872093,296640.67153263354,7710.259980113555,6450738.907123498,3288595.1296371133,15469.990919711478,3595869.552786438,112872.64113761563,3444.554997218534
2009-08-18,197,Tuesday,0,0,0,0,0,0,0,5.28320372873799,1991899.9106577788,261014.65745058894,7104.102754344722,7288794.386587611,3482662.4920849567,16481.565712955944,3388102.571159927,109310.68242700928,2773.9709483511706
2009-08-19,198,Wednesday,0,0,0,0,0,0,0,5.28826703069454,1751486.4912260303,265786.9801041697,4619.47176198024,6350385.511662517,3127806.2651202544,18121.900869721612,3956482.529843043,96866.43442656324,3194.6436152816545
2009-08-20,199,Thursday,0,0,0,0,0,0,0,5.29330482472449,2157637.4285129164,349285.88282533456,5858.0934382064925,6695462.313983769,5544498.3728846125,20654.573676830256,4288440.340167531,109471.53513459452,3658.1869449438777
2009-08-21,200,Friday,0,0,0,0,0,0,0,5.29831736654804,2518134.2096325886,504569.77381686633,9366.684466179844,6928500.330526131,4878393.135199251,32291.0398060465,5710240.808576689,174090.32736315427,5067.098806814172
2009-08-22,201,Saturday,0,0,0,0,0,0,0,5.30330490805908,3041785.671506772,636151.8805126598,11174.207491158826,8660614.280493712,2946973.0594308884,33743.445046246256,5663012.155142826,169394.4229560716,5120.470910894269
2009-08-23,202,Sunday,0,0,0,0,0,0,0,5.30826769740121,2178619.5023402506,449463.7246804825,8888.160013157716,5034278.684113306,2875280.9419188476,17967.677824720096,4718822.013447646,129936.95061513735,3843.9260980951185
2009-08-24,203,Monday,0,0,0,0,0,0,0,5.31320597904179,1590466.2638234177,306067.70611550246,4562.0904712229285,4442279.475508134,2580345.456677018,12339.116370082646,3761211.8190161386,99712.55957274385,3358.1483490217565
2009-08-25,204,Tuesday,0,0,0,0,0,0,0,5.31811999384422,1710896.9341958,280110.6889798567,4916.054822299214,3571961.010170291,4175905.603056668,13594.432041552222,3979723.3774269274,100156.62156481437,2958.3396939469485
2009-08-26,205,Wednesday,0,0,0,0,0,0,0,5.32300997913841,1507070.294795681,318524.6966239126,5353.849197200794,3383737.2262780317,3953236.8860962223,12984.071392279384,4233730.1490778215,109940.13170071735,2869.804358079275
2009-08-27,206,Thursday,0,0,0,0,0,0,0,5.32787616878958,2054762.9125359745,413111.7365445358,6098.143207941044,4736882.225926283,4404262.951673714,14901.108452301076,3914019.958504199,117851.23266626708,4205.866293526826
2009-08-28,207,Friday,0,0,0,0,0,0,0,5.33271879326537,2638464.5338729215,614902.5575525792,7707.294593203121,7386969.392093366,3651930.359546452,28181.007784008965,5661183.3098354265,184779.44648300094,5519.7189376422175
2009-08-29,208,Saturday,0,0,0,0,0,0,0,5.33753807970132,2692784.0953313466,697418.0633325275,8479.423025511061,8140235.577187701,5221496.59352145,28221.165439768567,6073479.444203203,165393.5144449193,6661.31770202882
2009-08-30,209,Sunday,0,0,0,0,0,0,0,5.34233425196481,2112236.9473650698,417497.57507826225,5121.955312916867,6290051.531033417,2606911.301241692,18956.16082892257,5249839.312722906,131466.58940042843,5019.183128630242
2009-08-31,210,Monday,0,0,0,0,0,0,0,5.34710753071747,1737523.6796174124,269349.78931249754,3550.0261284873604,4628279.360926998,1158893.413831035,16445.460781139158,3928217.452771172,114899.32153329649,3832.4378179145237
2009-09-01,211,Tuesday,0,0,0,0,0,0,0,5.35185813347607,1635123.598322514,258539.9510250211,4288.878047950357,4854903.810217386,1500374.818049616,13795.119457790863,3782688.2462859936,114769.84037689152,3052.9152351521366
2009-09-02,212,Wednesday,0,0,0,0,0,0,0,5.35658627467201,1496910.0895712187,252431.39013077153,4983.110911980462,4548676.2102233125,1497122.6281779925,14128.717438163952,4128575.0816199603,114056.78371649559,2959.0616164141593
2009-09-03,213,Thursday,0,0,0,0,0,0,0,5.36129216570943,1817519.2153438625,297644.30395340896,5157.304932014183,4725618.611325214,3215829.4736998747,15027.280044736366,3990989.026133316,117253.48889195865,3824.841041154768
2009-09-04,214,Friday,0,0,0,0,0,0,0,5.36597601502185,2297500.199484858,427232.42059920775,6994.217207200179,5669902.991588563,3861254.9880048595,26731.66618112423,6690361.631792323,193182.77107083725,5731.701868387953
2009-09-05,215,Saturday,0,0,0,0,0,1,0,5.37063802812766,2924768.7988838796,555337.9193192507,11060.147237092622,7806546.733375764,13266528.185167221,25518.264973648205,8121606.613347258,193181.51532083823,5664.9784832707965
2009-09-06,216,Sunday,0,0,0,0,0,1,0,5.37527840768417,2556870.497264504,359903.19471521577,6310.457778990762,5936090.020358509,10043187.432728706,23093.202772902667,5541979.77674487,155986.93888032375,4726.004136570869
2009-09-07,217,Monday,0,0,0,0,0,1,0,5.37989735354046,2114008.064569764,259130.1735523429,4222.532970730557,5430820.466484306,5288361.511198291,19301.533882261483,4401039.05891309,135823.08604557277,3546.5379418556527
